,DISTRICT_NAME,Value,Crop,Metric,Year
530,Bajura,900,BARLEY,AREA,1919-8687
531,Banke,50,BARLEY,AREA,1919-8687
532,Bara,170,BARLEY,AREA,1919-8687
533,Bardiya,40,BARLEY,AREA,1919-8687
534,Bhaktapur,10,BARLEY,AREA,1919-8687
535,Bhojpur,90,BARLEY,AREA,1919-8687
536,Chitwan,400,BARLEY,AREA,1919-8687
537,Dadeldhura,650,BARLEY,AREA,1919-8687
538,Dailekh,1010,BARLEY,AREA,1919-8687
539,Dang,130,BARLEY,AREA,1919-8687
540,Darchula,980,BARLEY,AREA,1919-8687
541,Dhading,410,BARLEY,AREA,1919-8687
542,Dhankuta,30,BARLEY,AREA,1919-8687
543,Dhanusa,470,BARLEY,AREA,1919-8687
544,Dolakha,310,BARLEY,AREA,1919-8687
545,Dolpa,520,BARLEY,AREA,1919-8687
546,Doti,400,BARLEY,AREA,1919-8687
547,Gorkha,210,BARLEY,AREA,1919-8687
548,Gulmi,230,BARLEY,AREA,1919-8687
549,Humla,310,BARLEY,AREA,1919-8687
550,Ilam,120,BARLEY,AREA,1919-8687
551,Jajarkot,850,BARLEY,AREA,1919-8687
552,Jhapa,10,BARLEY,AREA,1919-8687
553,Jumla,1850,BARLEY,AREA,1919-8687
554,Kailali,290,BARLEY,AREA,1919-8687
555,Kalikot,690,BARLEY,AREA,1919-8687
556,Kanchanpur,260,BARLEY,AREA,1919-8687
557,Kapilbastu,100,BARLEY,AREA,1919-8687
558,Kaski,60,BARLEY,AREA,1919-8687
559,Kathmandu,10,BARLEY,AREA,1919-8687
560,Kavre,310,BARLEY,AREA,1919-8687
561,Khotang,260,BARLEY,AREA,1919-8687
562,Lalitpur,30,BARLEY,AREA,1919-8687
563,Lamjung,220,BARLEY,AREA,1919-8687
564,Mahottari,140,BARLEY,AREA,1919-8687
565,Makwanpur,480,BARLEY,AREA,1919-8687
566,Manang,450,BARLEY,AREA,1919-8687
567,Morang,90,BARLEY,AREA,1919-8687
568,Mugu,1040,BARLEY,AREA,1919-8687
569,Mustang,910,BARLEY,AREA,1919-8687
570,Myagdi,270,BARLEY,AREA,1919-8687
571,Nawalparasi,60,BARLEY,AREA,1919-8687
572,Nuwakot,40,BARLEY,AREA,1919-8687
573,Okhaldhunga,120,BARLEY,AREA,1919-8687
574,Palpa,300,BARLEY,AREA,1919-8687
575,Panchthar,510,BARLEY,AREA,1919-8687
576,Parbat,250,BARLEY,AREA,1919-8687
577,Parsa,100,BARLEY,AREA,1919-8687
578,Pyuthan,350,BARLEY,AREA,1919-8687
579,Ramechhap,320,BARLEY,AREA,1919-8687
580,Rasuwa,340,BARLEY,AREA,1919-8687
581,Rautahat,780,BARLEY,AREA,1919-8687
582,Rolpa,1380,BARLEY,AREA,1919-8687
583,Rukum,1050,BARLEY,AREA,1919-8687
584,Rupandehi,30,BARLEY,AREA,1919-8687
585,Salyan,1000,BARLEY,AREA,1919-8687
586,Sankhuwasabha,250,BARLEY,AREA,1919-8687
587,Saptari,80,BARLEY,AREA,1919-8687
588,Sarlahi,270,BARLEY,AREA,1919-8687
589,Sindhuli,230,BARLEY,AREA,1919-8687
590,Sindhupalchok,370,BARLEY,AREA,1919-8687
591,Siraha,40,BARLEY,AREA,1919-8687
592,Solukhumbu,550,BARLEY,AREA,1919-8687
593,Sunsari,50,BARLEY,AREA,1919-8687
594,Surkhet,1050,BARLEY,AREA,1919-8687
595,Syangja,60,BARLEY,AREA,1919-8687
596,Tanahu,20,BARLEY,AREA,1919-8687
597,Taplejung,180,BARLEY,AREA,1919-8687
598,Tehrathum,150,BARLEY,AREA,1919-8687
599,Udayapur,40,BARLEY,AREA,1919-8687
600,Achham,700,BARLEY,AREA,1919-8788
601,Arghakhanchi,600,BARLEY,AREA,1919-8788
602,Baglung,400,BARLEY,AREA,1919-8788
603,Baitadi,700,BARLEY,AREA,1919-8788
604,Bajhang,650,BARLEY,AREA,1919-8788
605,Bajura,1220,BARLEY,AREA,1919-8788
606,Banke,50,BARLEY,AREA,1919-8788
607,Bara,190,BARLEY,AREA,1919-8788
608,Bardiya,30,BARLEY,AREA,1919-8788
609,Bhaktapur,20,BARLEY,AREA,1919-8788
610,Bhojpur,60,BARLEY,AREA,1919-8788
611,Chitwan,300,BARLEY,AREA,1919-8788
612,Dadeldhura,670,BARLEY,AREA,1919-8788
613,Dailekh,1000,BARLEY,AREA,1919-8788
614,Dang,120,BARLEY,AREA,1919-8788
615,Darchula,920,BARLEY,AREA,1919-8788
616,Dhading,350,BARLEY,AREA,1919-8788
617,Dhankuta,30,BARLEY,AREA,1919-8788
618,Dhanusa,410,BARLEY,AREA,1919-8788
619,Dolakha,300,BARLEY,AREA,1919-8788
620,Dolpa,530,BARLEY,AREA,1919-8788
621,Doti,300,BARLEY,AREA,1919-8788
622,Gorkha,220,BARLEY,AREA,1919-8788
623,Gulmi,330,BARLEY,AREA,1919-8788
624,Humla,320,BARLEY,AREA,1919-8788
625,Ilam,130,BARLEY,AREA,1919-8788
626,Jajarkot,810,BARLEY,AREA,1919-8788
627,Jhapa,20,BARLEY,AREA,1919-8788
628,Jumla,1870,BARLEY,AREA,1919-8788
629,Kailali,290,BARLEY,AREA,1919-8788
630,Kalikot,1040,BARLEY,AREA,1919-8788
631,Kanchanpur,240,BARLEY,AREA,1919-8788
632,Kapilbastu,160,BARLEY,AREA,1919-8788
633,Kaski,30,BARLEY,AREA,1919-8788
634,Kathmandu,10,BARLEY,AREA,1919-8788
635,Kavre,350,BARLEY,AREA,1919-8788
636,Khotang,150,BARLEY,AREA,1919-8788
637,Lalitpur,40,BARLEY,AREA,1919-8788
638,Lamjung,220,BARLEY,AREA,1919-8788
639,Mahottari,290,BARLEY,AREA,1919-8788
640,Makwanpur,250,BARLEY,AREA,1919-8788
641,Manang,460,BARLEY,AREA,1919-8788
642,Morang,90,BARLEY,AREA,1919-8788
643,Mugu,1030,BARLEY,AREA,1919-8788
644,Mustang,1060,BARLEY,AREA,1919-8788
645,Myagdi,270,BARLEY,AREA,1919-8788
646,Nawalparasi,80,BARLEY,AREA,1919-8788
647,Nuwakot,70,BARLEY,AREA,1919-8788
648,Okhaldhunga,100,BARLEY,AREA,1919-8788
649,Palpa,370,BARLEY,AREA,1919-8788
650,Panchthar,520,BARLEY,AREA,1919-8788
651,Parbat,270,BARLEY,AREA,1919-8788
652,Parsa,80,BARLEY,AREA,1919-8788
653,Pyuthan,450,BARLEY,AREA,1919-8788
654,Ramechhap,320,BARLEY,AREA,1919-8788
655,Rasuwa,330,BARLEY,AREA,1919-8788
656,Rautahat,740,BARLEY,AREA,1919-8788
657,Rolpa,1350,BARLEY,AREA,1919-8788
658,Rukum,1080,BARLEY,AREA,1919-8788
659,Rupandehi,40,BARLEY,AREA,1919-8788
660,Salyan,1200,BARLEY,AREA,1919-8788
661,Sankhuwasabha,240,BARLEY,AREA,1919-8788
662,Saptari,80,BARLEY,AREA,1919-8788
663,Sarlahi,200,BARLEY,AREA,1919-8788
664,Sindhuli,200,BARLEY,AREA,1919-8788
665,Sindhupalchok,360,BARLEY,AREA,1919-8788
666,Siraha,30,BARLEY,AREA,1919-8788
667,Solukhumbu,610,BARLEY,AREA,1919-8788
668,Sunsari,40,BARLEY,AREA,1919-8788
669,Surkhet,700,BARLEY,AREA,1919-8788
670,Syangja,50,BARLEY,AREA,1919-8788
671,Tanahu,30,BARLEY,AREA,1919-8788
672,Taplejung,190,BARLEY,AREA,1919-8788
673,Tehrathum,120,BARLEY,AREA,1919-8788
674,Udayapur,30,BARLEY,AREA,1919-8788
675,Achham,720,BARLEY,AREA,1919-8889
676,Arghakhanchi,500,BARLEY,AREA,1919-8889
677,Baglung,410,BARLEY,AREA,1919-8889
678,Baitadi,700,BARLEY,AREA,1919-8889
679,Bajhang,720,BARLEY,AREA,1919-8889
680,Bajura,940,BARLEY,AREA,1919-8889
681,Banke,60,BARLEY,AREA,1919-8889
682,Bara,100,BARLEY,AREA,1919-8889
683,Bardiya,90,BARLEY,AREA,1919-8889
684,Bhaktapur,30,BARLEY,AREA,1919-8889
685,Bhojpur,80,BARLEY,AREA,1919-8889
686,Chitwan,480,BARLEY,AREA,1919-8889
687,Dadeldhura,670,BARLEY,AREA,1919-8889
688,Dailekh,810,BARLEY,AREA,1919-8889
689,Dang,150,BARLEY,AREA,1919-8889
690,Darchula,900,BARLEY,AREA,1919-8889
691,Dhading,350,BARLEY,AREA,1919-8889
692,Dhankuta,40,BARLEY,AREA,1919-8889
693,Dhanusa,310,BARLEY,AREA,1919-8889
694,Dolakha,300,BARLEY,AREA,1919-8889
695,Dolpa,580,BARLEY,AREA,1919-8889
696,Doti,350,BARLEY,AREA,1919-8889
697,Gorkha,220,BARLEY,AREA,1919-8889
698,Gulmi,380,BARLEY,AREA,1919-8889
699,Humla,810,BARLEY,AREA,1919-8889
700,Ilam,130,BARLEY,AREA,1919-8889
701,Jajarkot,800,BARLEY,AREA,1919-8889
702,Jhapa,20,BARLEY,AREA,1919-8889
703,Jumla,1500,BARLEY,AREA,1919-8889
704,Kailali,120,BARLEY,AREA,1919-8889
705,Kalikot,800,BARLEY,AREA,1919-8889
706,Kanchanpur,280,BARLEY,AREA,1919-8889
707,Kapilbastu,130,BARLEY,AREA,1919-8889
708,Kaski,90,BARLEY,AREA,1919-8889
709,Kathmandu,20,BARLEY,AREA,1919-8889
710,Kavre,310,BARLEY,AREA,1919-8889
711,Khotang,190,BARLEY,AREA,1919-8889
712,Lalitpur,30,BARLEY,AREA,1919-8889
713,Lamjung,200,BARLEY,AREA,1919-8889
714,Mahottari,270,BARLEY,AREA,1919-8889
715,Makwanpur,200,BARLEY,AREA,1919-8889
716,Manang,580,BARLEY,AREA,1919-8889
717,Morang,100,BARLEY,AREA,1919-8889
718,Mugu,1020,BARLEY,AREA,1919-8889
719,Mustang,1030,BARLEY,AREA,1919-8889
720,Myagdi,300,BARLEY,AREA,1919-8889
721,Nawalparasi,80,BARLEY,AREA,1919-8889
722,Nuwakot,70,BARLEY,AREA,1919-8889
723,Okhaldhunga,110,BARLEY,AREA,1919-8889
724,Palpa,350,BARLEY,AREA,1919-8889
725,Panchthar,510,BARLEY,AREA,1919-8889
726,Parbat,330,BARLEY,AREA,1919-8889
727,Parsa,90,BARLEY,AREA,1919-8889
728,Pyuthan,570,BARLEY,AREA,1919-8889
729,Ramechhap,330,BARLEY,AREA,1919-8889
730,Rasuwa,330,BARLEY,AREA,1919-8889
731,Rautahat,720,BARLEY,AREA,1919-8889
732,Rolpa,1670,BARLEY,AREA,1919-8889
733,Rukum,1030,BARLEY,AREA,1919-8889
734,Rupandehi,30,BARLEY,AREA,1919-8889
735,Salyan,1380,BARLEY,AREA,1919-8889
736,Sankhuwasabha,230,BARLEY,AREA,1919-8889
737,Saptari,80,BARLEY,AREA,1919-8889
738,Sarlahi,200,BARLEY,AREA,1919-8889
739,Sindhuli,210,BARLEY,AREA,1919-8889
740,Sindhupalchok,310,BARLEY,AREA,1919-8889
741,Siraha,30,BARLEY,AREA,1919-8889
742,Solukhumbu,560,BARLEY,AREA,1919-8889
743,Sunsari,50,BARLEY,AREA,1919-8889
744,Surkhet,990,BARLEY,AREA,1919-8889
745,Syangja,70,BARLEY,AREA,1919-8889
746,Tanahu,80,BARLEY,AREA,1919-8889
747,Taplejung,220,BARLEY,AREA,1919-8889
748,Tehrathum,120,BARLEY,AREA,1919-8889
749,Udayapur,40,BARLEY,AREA,1919-8889
750,Achham,700,BARLEY,AREA,1919-9091
751,Arghakhanchi,480,BARLEY,AREA,1919-9091
752,Baglung,420,BARLEY,AREA,1919-9091
753,Baitadi,710,BARLEY,AREA,1919-9091
754,Bajhang,700,BARLEY,AREA,1919-9091
755,Bajura,930,BARLEY,AREA,1919-9091
756,Banke,40,BARLEY,AREA,1919-9091
757,Bara,110,BARLEY,AREA,1919-9091
758,Bardiya,100,BARLEY,AREA,1919-9091
759,Bhaktapur,40,BARLEY,AREA,1919-9091
760,Bhojpur,90,BARLEY,AREA,1919-9091
761,Chitwan,460,BARLEY,AREA,1919-9091
762,Dadeldhura,650,BARLEY,AREA,1919-9091
763,Dailekh,800,BARLEY,AREA,1919-9091
764,Dang,160,BARLEY,AREA,1919-9091
765,Darchula,910,BARLEY,AREA,1919-9091
766,Dhading,330,BARLEY,AREA,1919-9091
767,Dhankuta,40,BARLEY,AREA,1919-9091
768,Dhanusa,300,BARLEY,AREA,1919-9091
769,Dolakha,310,BARLEY,AREA,1919-9091
770,Dolpa,590,BARLEY,AREA,1919-9091
771,Doti,330,BARLEY,AREA,1919-9091
772,Gorkha,210,BARLEY,AREA,1919-9091
773,Gulmi,360,BARLEY,AREA,1919-9091
774,Humla,820,BARLEY,AREA,1919-9091
775,Ilam,120,BARLEY,AREA,1919-9091
776,Jajarkot,780,BARLEY,AREA,1919-9091
777,Jhapa,30,BARLEY,AREA,1919-9091
778,Jumla,1510,BARLEY,AREA,1919-9091
779,Kailali,110,BARLEY,AREA,1919-9091
780,Kalikot,810,BARLEY,AREA,1919-9091
781,Kanchanpur,270,BARLEY,AREA,1919-9091
782,Kapilbastu,120,BARLEY,AREA,1919-9091
783,Kaski,100,BARLEY,AREA,1919-9091
784,Kathmandu,30,BARLEY,AREA,1919-9091
785,Kavre,320,BARLEY,AREA,1919-9091
786,Khotang,200,BARLEY,AREA,1919-9091
787,Lalitpur,40,BARLEY,AREA,1919-9091
788,Lamjung,220,BARLEY,AREA,1919-9091
789,Mahottari,280,BARLEY,AREA,1919-9091
790,Makwanpur,210,BARLEY,AREA,1919-9091
791,Manang,590,BARLEY,AREA,1919-9091
792,Morang,110,BARLEY,AREA,1919-9091
793,Mugu,1000,BARLEY,AREA,1919-9091
794,Mustang,1040,BARLEY,AREA,1919-9091
795,Myagdi,320,BARLEY,AREA,1919-9091
796,Nawalparasi,70,BARLEY,AREA,1919-9091
797,Nuwakot,80,BARLEY,AREA,1919-9091
798,Okhaldhunga,130,BARLEY,AREA,1919-9091
799,Palpa,340,BARLEY,AREA,1919-9091
800,Panchthar,500,BARLEY,AREA,1919-9091
801,Parbat,310,BARLEY,AREA,1919-9091
802,Parsa,80,BARLEY,AREA,1919-9091
803,Pyuthan,580,BARLEY,AREA,1919-9091
804,Ramechhap,340,BARLEY,AREA,1919-9091
805,Rasuwa,320,BARLEY,AREA,1919-9091
806,Rautahat,710,BARLEY,AREA,1919-9091
807,Rolpa,1680,BARLEY,AREA,1919-9091
808,Rukum,1020,BARLEY,AREA,1919-9091
809,Rupandehi,20,BARLEY,AREA,1919-9091
810,Salyan,1400,BARLEY,AREA,1919-9091
811,Sankhuwasabha,250,BARLEY,AREA,1919-9091
812,Saptari,60,BARLEY,AREA,1919-9091
813,Sarlahi,210,BARLEY,AREA,1919-9091
814,Sindhuli,230,BARLEY,AREA,1919-9091
815,Sindhupalchok,320,BARLEY,AREA,1919-9091
816,Siraha,40,BARLEY,AREA,1919-9091
817,Solukhumbu,580,BARLEY,AREA,1919-9091
818,Sunsari,60,BARLEY,AREA,1919-9091
819,Surkhet,970,BARLEY,AREA,1919-9091
820,Syangja,80,BARLEY,AREA,1919-9091
821,Tanahu,70,BARLEY,AREA,1919-9091
822,Taplejung,230,BARLEY,AREA,1919-9091
823,Tehrathum,120,BARLEY,AREA,1919-9091
824,Udayapur,60,BARLEY,AREA,1919-9091
825,Achham,710,BARLEY,AREA,1919-9192
826,Arghakhanchi,500,BARLEY,AREA,1919-9192
827,Baglung,430,BARLEY,AREA,1919-9192
828,Baitadi,700,BARLEY,AREA,1919-9192
829,Bajhang,700,BARLEY,AREA,1919-9192
830,Bajura,920,BARLEY,AREA,1919-9192
831,Banke,20,BARLEY,AREA,1919-9192
832,Bara,100,BARLEY,AREA,1919-9192
833,Bardiya,70,BARLEY,AREA,1919-9192
834,Bhaktapur,30,BARLEY,AREA,1919-9192
835,Bhojpur,90,BARLEY,AREA,1919-9192
836,Chitwan,470,BARLEY,AREA,1919-9192
837,Dadeldhura,650,BARLEY,AREA,1919-9192
838,Dailekh,810,BARLEY,AREA,1919-9192
839,Dang,150,BARLEY,AREA,1919-9192
840,Darchula,900,BARLEY,AREA,1919-9192
841,Dhading,340,BARLEY,AREA,1919-9192
842,Dhankuta,40,BARLEY,AREA,1919-9192
843,Dhanusa,300,BARLEY,AREA,1919-9192
844,Dolakha,300,BARLEY,AREA,1919-9192
845,Dolpa,600,BARLEY,AREA,1919-9192
846,Doti,320,BARLEY,AREA,1919-9192
847,Gorkha,240,BARLEY,AREA,1919-9192
848,Gulmi,370,BARLEY,AREA,1919-9192
849,Humla,830,BARLEY,AREA,1919-9192
850,Ilam,140,BARLEY,AREA,1919-9192
851,Jajarkot,800,BARLEY,AREA,1919-9192
852,Jhapa,20,BARLEY,AREA,1919-9192
853,Jumla,1520,BARLEY,AREA,1919-9192
854,Kailali,100,BARLEY,AREA,1919-9192
855,Kalikot,810,BARLEY,AREA,1919-9192
856,Kanchanpur,280,BARLEY,AREA,1919-9192
857,Kapilbastu,130,BARLEY,AREA,1919-9192
858,Kaski,80,BARLEY,AREA,1919-9192
859,Kathmandu,20,BARLEY,AREA,1919-9192
860,Kavre,320,BARLEY,AREA,1919-9192
861,Khotang,210,BARLEY,AREA,1919-9192
862,Lalitpur,30,BARLEY,AREA,1919-9192
863,Lamjung,220,BARLEY,AREA,1919-9192
864,Mahottari,270,BARLEY,AREA,1919-9192
865,Makwanpur,220,BARLEY,AREA,1919-9192
866,Manang,590,BARLEY,AREA,1919-9192
867,Morang,70,BARLEY,AREA,1919-9192
868,Mugu,1010,BARLEY,AREA,1919-9192
869,Mustang,1050,BARLEY,AREA,1919-9192
870,Myagdi,320,BARLEY,AREA,1919-9192
871,Nawalparasi,60,BARLEY,AREA,1919-9192
872,Nuwakot,70,BARLEY,AREA,1919-9192
873,Okhaldhunga,130,BARLEY,AREA,1919-9192
874,Palpa,300,BARLEY,AREA,1919-9192
875,Panchthar,510,BARLEY,AREA,1919-9192
876,Parbat,310,BARLEY,AREA,1919-9192
877,Parsa,90,BARLEY,AREA,1919-9192
878,Pyuthan,590,BARLEY,AREA,1919-9192
879,Ramechhap,300,BARLEY,AREA,1919-9192
880,Rasuwa,330,BARLEY,AREA,1919-9192
881,Rautahat,700,BARLEY,AREA,1919-9192
882,Rolpa,1690,BARLEY,AREA,1919-9192
883,Rukum,1030,BARLEY,AREA,1919-9192
884,Rupandehi,20,BARLEY,AREA,1919-9192
885,Salyan,1400,BARLEY,AREA,1919-9192
886,Sankhuwasabha,260,BARLEY,AREA,1919-9192
887,Saptari,70,BARLEY,AREA,1919-9192
888,Sarlahi,150,BARLEY,AREA,1919-9192
889,Sindhuli,240,BARLEY,AREA,1919-9192
890,Sindhupalchok,330,BARLEY,AREA,1919-9192
891,Siraha,40,BARLEY,AREA,1919-9192
892,Solukhumbu,690,BARLEY,AREA,1919-9192
893,Sunsari,50,BARLEY,AREA,1919-9192
894,Surkhet,990,BARLEY,AREA,1919-9192
895,Syangja,80,BARLEY,AREA,1919-9192
896,Tanahu,50,BARLEY,AREA,1919-9192
897,Taplejung,250,BARLEY,AREA,1919-9192
898,Tehrathum,120,BARLEY,AREA,1919-9192
899,Udayapur,30,BARLEY,AREA,1919-9192
900,Achham,510,BARLEY,AREA,1919-9293
901,Arghakhanchi,1500,BARLEY,AREA,1919-9293
902,Baglung,1490,BARLEY,AREA,1919-9293
903,Baitadi,800,BARLEY,AREA,1919-9293
904,Bajhang,1000,BARLEY,AREA,1919-9293
905,Bajura,1200,BARLEY,AREA,1919-9293
906,Banke,40,BARLEY,AREA,1919-9293
907,Bara,110,BARLEY,AREA,1919-9293
908,Bardiya,60,BARLEY,AREA,1919-9293
909,Bhaktapur,30,BARLEY,AREA,1919-9293
910,Bhojpur,30,BARLEY,AREA,1919-9293
911,Chitwan,170,BARLEY,AREA,1919-9293
912,Dadeldhura,650,BARLEY,AREA,1919-9293
913,Dailekh,400,BARLEY,AREA,1919-9293
914,Dang,950,BARLEY,AREA,1919-9293
915,Darchula,1300,BARLEY,AREA,1919-9293
916,Dhading,440,BARLEY,AREA,1919-9293
917,Dhankuta,20,BARLEY,AREA,1919-9293
918,Dhanusa,40,BARLEY,AREA,1919-9293
919,Dolakha,220,BARLEY,AREA,1919-9293
920,Dolpa,400,BARLEY,AREA,1919-9293
921,Doti,540,BARLEY,AREA,1919-9293
922,Gorkha,560,BARLEY,AREA,1919-9293
923,Gulmi,910,BARLEY,AREA,1919-9293
924,Humla,710,BARLEY,AREA,1919-9293
925,Ilam,230,BARLEY,AREA,1919-9293
926,Jajarkot,730,BARLEY,AREA,1919-9293
927,Jhapa,20,BARLEY,AREA,1919-9293
928,Jumla,1520,BARLEY,AREA,1919-9293
929,Kailali,150,BARLEY,AREA,1919-9293
930,Kalikot,1040,BARLEY,AREA,1919-9293
931,Kanchanpur,200,BARLEY,AREA,1919-9293
932,Kapilbastu,150,BARLEY,AREA,1919-9293
933,Kaski,150,BARLEY,AREA,1919-9293
934,Kathmandu,10,BARLEY,AREA,1919-9293
935,Kavre,520,BARLEY,AREA,1919-9293
936,Khotang,290,BARLEY,AREA,1919-9293
937,Lalitpur,30,BARLEY,AREA,1919-9293
938,Lamjung,200,BARLEY,AREA,1919-9293
939,Mahottari,70,BARLEY,AREA,1919-9293
940,Makwanpur,50,BARLEY,AREA,1919-9293
941,Manang,290,BARLEY,AREA,1919-9293
942,Morang,30,BARLEY,AREA,1919-9293
943,Mugu,1010,BARLEY,AREA,1919-9293
944,Mustang,950,BARLEY,AREA,1919-9293
945,Myagdi,1650,BARLEY,AREA,1919-9293
946,Nawalparasi,80,BARLEY,AREA,1919-9293
947,Nuwakot,110,BARLEY,AREA,1919-9293
948,Okhaldhunga,230,BARLEY,AREA,1919-9293
949,Palpa,770,BARLEY,AREA,1919-9293
950,Panchthar,320,BARLEY,AREA,1919-9293
951,Parbat,340,BARLEY,AREA,1919-9293
952,Parsa,90,BARLEY,AREA,1919-9293
953,Pyuthan,3600,BARLEY,AREA,1919-9293
954,Ramechhap,360,BARLEY,AREA,1919-9293
955,Rasuwa,200,BARLEY,AREA,1919-9293
956,Rautahat,50,BARLEY,AREA,1919-9293
957,Rolpa,2800,BARLEY,AREA,1919-9293
958,Rukum,1030,BARLEY,AREA,1919-9293
959,Rupandehi,70,BARLEY,AREA,1919-9293
960,Salyan,1400,BARLEY,AREA,1919-9293
961,Sankhuwasabha,350,BARLEY,AREA,1919-9293
962,Saptari,10,BARLEY,AREA,1919-9293
963,Sarlahi,100,BARLEY,AREA,1919-9293
964,Sindhuli,140,BARLEY,AREA,1919-9293
965,Sindhupalchok,235,BARLEY,AREA,1919-9293
966,Siraha,20,BARLEY,AREA,1919-9293
967,Solukhumbu,300,BARLEY,AREA,1919-9293
968,Sunsari,20,BARLEY,AREA,1919-9293
969,Surkhet,600,BARLEY,AREA,1919-9293
970,Syangja,70,BARLEY,AREA,1919-9293
971,Tanahu,50,BARLEY,AREA,1919-9293
972,Taplejung,550,BARLEY,AREA,1919-9293
973,Tehrathum,90,BARLEY,AREA,1919-9293
974,Udayapur,30,BARLEY,AREA,1919-9293
975,Achham,520,BARLEY,AREA,1919-9394
976,Arghakhanchi,1500,BARLEY,AREA,1919-9394
977,Baglung,1480,BARLEY,AREA,1919-9394
978,Baitadi,830,BARLEY,AREA,1919-9394
979,Bajhang,1010,BARLEY,AREA,1919-9394
980,Bajura,1200,BARLEY,AREA,1919-9394
981,Banke,40,BARLEY,AREA,1919-9394
982,Bara,110,BARLEY,AREA,1919-9394
983,Bardiya,60,BARLEY,AREA,1919-9394
984,Bhaktapur,30,BARLEY,AREA,1919-9394
985,Bhojpur,70,BARLEY,AREA,1919-9394
986,Chitwan,235,BARLEY,AREA,1919-9394
987,Dadeldhura,655,BARLEY,AREA,1919-9394
988,Dailekh,425,BARLEY,AREA,1919-9394
989,Dang,890,BARLEY,AREA,1919-9394
990,Darchula,1300,BARLEY,AREA,1919-9394
991,Dhading,450,BARLEY,AREA,1919-9394
992,Dhankuta,30,BARLEY,AREA,1919-9394
993,Dhanusa,40,BARLEY,AREA,1919-9394
994,Dolakha,245,BARLEY,AREA,1919-9394
995,Dolpa,580,BARLEY,AREA,1919-9394
996,Doti,550,BARLEY,AREA,1919-9394
997,Gorkha,660,BARLEY,AREA,1919-9394
998,Gulmi,920,BARLEY,AREA,1919-9394
999,Humla,865,BARLEY,AREA,1919-9394
1000,Ilam,250,BARLEY,AREA,1919-9394
1001,Jajarkot,750,BARLEY,AREA,1919-9394
1002,Jhapa,30,BARLEY,AREA,1919-9394
1003,Jumla,1560,BARLEY,AREA,1919-9394
1004,Kailali,150,BARLEY,AREA,1919-9394
1005,Kalikot,1050,BARLEY,AREA,1919-9394
1006,Kanchanpur,250,BARLEY,AREA,1919-9394
1007,Kapilbastu,130,BARLEY,AREA,1919-9394
1008,Kaski,340,BARLEY,AREA,1919-9394
1009,Kathmandu,10,BARLEY,AREA,1919-9394
1010,Kavre,550,BARLEY,AREA,1919-9394
1011,Khotang,320,BARLEY,AREA,1919-9394
1012,Lalitpur,30,BARLEY,AREA,1919-9394
1013,Lamjung,210,BARLEY,AREA,1919-9394
1014,Mahottari,80,BARLEY,AREA,1919-9394
1015,Makwanpur,50,BARLEY,AREA,1919-9394
1016,Manang,295,BARLEY,AREA,1919-9394
1017,Morang,30,BARLEY,AREA,1919-9394
1018,Mugu,1010,BARLEY,AREA,1919-9394
1019,Mustang,1012,BARLEY,AREA,1919-9394
1020,Myagdi,1650,BARLEY,AREA,1919-9394
1021,Nawalparasi,85,BARLEY,AREA,1919-9394
1022,Nuwakot,90,BARLEY,AREA,1919-9394
1023,Okhaldhunga,250,BARLEY,AREA,1919-9394
1024,Palpa,775,BARLEY,AREA,1919-9394
1025,Panchthar,350,BARLEY,AREA,1919-9394
1026,Parbat,475,BARLEY,AREA,1919-9394
1027,Parsa,90,BARLEY,AREA,1919-9394
1028,Pyuthan,3620,BARLEY,AREA,1919-9394
1029,Ramechhap,360,BARLEY,AREA,1919-9394
1030,Rasuwa,229,BARLEY,AREA,1919-9394
1031,Rautahat,50,BARLEY,AREA,1919-9394
1032,Rolpa,2830,BARLEY,AREA,1919-9394
1033,Rukum,1050,BARLEY,AREA,1919-9394
1034,Rupandehi,70,BARLEY,AREA,1919-9394
1035,Salyan,1450,BARLEY,AREA,1919-9394
1036,Sankhuwasabha,400,BARLEY,AREA,1919-9394
1037,Saptari,10,BARLEY,AREA,1919-9394
1038,Sarlahi,100,BARLEY,AREA,1919-9394
1039,Sindhuli,195,BARLEY,AREA,1919-9394
1040,Sindhupalchok,235,BARLEY,AREA,1919-9394
1041,Siraha,20,BARLEY,AREA,1919-9394
1042,Solukhumbu,350,BARLEY,AREA,1919-9394
1043,Sunsari,20,BARLEY,AREA,1919-9394
1044,Surkhet,630,BARLEY,AREA,1919-9394
1045,Syangja,90,BARLEY,AREA,1919-9394
1046,Tanahu,70,BARLEY,AREA,1919-9394
1047,Taplejung,600,BARLEY,AREA,1919-9394
1048,Tehrathum,110,BARLEY,AREA,1919-9394
1049,Udayapur,40,BARLEY,AREA,1919-9394
1050,Achham,520,BARLEY,AREA,1919-9495
1051,Arghakhanchi,812,BARLEY,AREA,1919-9495
1052,Baglung,400,BARLEY,AREA,1919-9495
1053,Baitadi,830,BARLEY,AREA,1919-9495
1054,Bajhang,920,BARLEY,AREA,1919-9495
1055,Bajura,1056,BARLEY,AREA,1919-9495
1056,Banke,40,BARLEY,AREA,1919-9495
1057,Bara,110,BARLEY,AREA,1919-9495
1058,Bardiya,60,BARLEY,AREA,1919-9495
1059,Bhaktapur,25,BARLEY,AREA,1919-9495
1060,Bhojpur,70,BARLEY,AREA,1919-9495
