,DISTRICT_NAME,Value,Crop,Metric,Year
23623,Tehrathum,13893,MAIZE,PRODUCTION,1920-0001
23624,Udayapur,23490,MAIZE,PRODUCTION,1920-0001
23625,Achham,7161,MAIZE,PRODUCTION,1920-0102
23626,Arghakhanchi,32175,MAIZE,PRODUCTION,1920-0102
23627,Baglung,23900,MAIZE,PRODUCTION,1920-0102
23628,Baitadi,12750,MAIZE,PRODUCTION,1920-0102
23629,Bajhang,5285,MAIZE,PRODUCTION,1920-0102
23630,Bajura,1280,MAIZE,PRODUCTION,1920-0102
23631,Banke,21109,MAIZE,PRODUCTION,1920-0102
23632,Bara,7000,MAIZE,PRODUCTION,1920-0102
23633,Bardiya,17400,MAIZE,PRODUCTION,1920-0102
23634,Bhaktapur,7035,MAIZE,PRODUCTION,1920-0102
23635,Bhojpur,38146,MAIZE,PRODUCTION,1920-0102
23636,Chitwan,61500,MAIZE,PRODUCTION,1920-0102
23637,Dadeldhura,5763,MAIZE,PRODUCTION,1920-0102
23638,Dailekh,19660,MAIZE,PRODUCTION,1920-0102
23639,Dang,41400,MAIZE,PRODUCTION,1920-0102
23640,Darchula,8850,MAIZE,PRODUCTION,1920-0102
23641,Dhading,33989,MAIZE,PRODUCTION,1920-0102
23642,Dhankuta,25022,MAIZE,PRODUCTION,1920-0102
23643,Dhanusa,5665,MAIZE,PRODUCTION,1920-0102
23644,Dolakha,9095,MAIZE,PRODUCTION,1920-0102
23645,Dolpa,2400,MAIZE,PRODUCTION,1920-0102
23646,Doti,4290,MAIZE,PRODUCTION,1920-0102
23647,Gorkha,35135,MAIZE,PRODUCTION,1920-0102
23648,Gulmi,24039,MAIZE,PRODUCTION,1920-0102
23649,Humla,109,MAIZE,PRODUCTION,1920-0102
23650,Ilam,43681,MAIZE,PRODUCTION,1920-0102
23651,Jajarkot,14791,MAIZE,PRODUCTION,1920-0102
23652,Jhapa,42110,MAIZE,PRODUCTION,1920-0102
23653,Jumla,6825,MAIZE,PRODUCTION,1920-0102
23654,Kailali,19500,MAIZE,PRODUCTION,1920-0102
23655,Kalikot,2620,MAIZE,PRODUCTION,1920-0102
23656,Kanchanpur,10680,MAIZE,PRODUCTION,1920-0102
23657,Kapilbastu,1716,MAIZE,PRODUCTION,1920-0102
23658,Kaski,28450,MAIZE,PRODUCTION,1920-0102
23659,Kathmandu,21742,MAIZE,PRODUCTION,1920-0102
23660,Kavre,50900,MAIZE,PRODUCTION,1920-0102
23661,Khotang,34570,MAIZE,PRODUCTION,1920-0102
23662,Lalitpur,10915,MAIZE,PRODUCTION,1920-0102
23663,Lamjung,24015,MAIZE,PRODUCTION,1920-0102
23664,Mahottari,6300,MAIZE,PRODUCTION,1920-0102
23665,Makwanpur,45411,MAIZE,PRODUCTION,1920-0102
23666,Manang,205,MAIZE,PRODUCTION,1920-0102
23667,Morang,22064,MAIZE,PRODUCTION,1920-0102
23668,Mugu,560,MAIZE,PRODUCTION,1920-0102
23669,Mustang,195,MAIZE,PRODUCTION,1920-0102
23670,Myagdi,9573,MAIZE,PRODUCTION,1920-0102
23671,Nawalparasi,19460,MAIZE,PRODUCTION,1920-0102
23672,Nuwakot,35300,MAIZE,PRODUCTION,1920-0102
23673,Okhaldhunga,20069,MAIZE,PRODUCTION,1920-0102
23674,Palpa,43268,MAIZE,PRODUCTION,1920-0102
23675,Panchthar,26155,MAIZE,PRODUCTION,1920-0102
23676,Parbat,25863,MAIZE,PRODUCTION,1920-0102
23677,Parsa,11475,MAIZE,PRODUCTION,1920-0102
23678,Pyuthan,19300,MAIZE,PRODUCTION,1920-0102
23679,Ramechhap,30015,MAIZE,PRODUCTION,1920-0102
23680,Rasuwa,3549,MAIZE,PRODUCTION,1920-0102
23681,Rautahat,5360,MAIZE,PRODUCTION,1920-0102
23682,Rolpa,17900,MAIZE,PRODUCTION,1920-0102
23683,Rukum,30820,MAIZE,PRODUCTION,1920-0102
23684,Rupandehi,1779,MAIZE,PRODUCTION,1920-0102
23685,Salyan,39900,MAIZE,PRODUCTION,1920-0102
23686,Sankhuwasabha,21448,MAIZE,PRODUCTION,1920-0102
23687,Saptari,7500,MAIZE,PRODUCTION,1920-0102
23688,Sarlahi,17815,MAIZE,PRODUCTION,1920-0102
23689,Sindhuli,31006,MAIZE,PRODUCTION,1920-0102
23690,Sindhupalchok,40683,MAIZE,PRODUCTION,1920-0102
23691,Siraha,5086,MAIZE,PRODUCTION,1920-0102
23692,Solukhumbu,19995,MAIZE,PRODUCTION,1920-0102
23693,Sunsari,7500,MAIZE,PRODUCTION,1920-0102
23694,Surkhet,27432,MAIZE,PRODUCTION,1920-0102
23695,Syangja,57600,MAIZE,PRODUCTION,1920-0102
23696,Tanahu,52316,MAIZE,PRODUCTION,1920-0102
23697,Taplejung,20636,MAIZE,PRODUCTION,1920-0102
23698,Tehrathum,17415,MAIZE,PRODUCTION,1920-0102
23699,Udayapur,21756,MAIZE,PRODUCTION,1920-0102
23700,Achham,6250,MAIZE,PRODUCTION,1920-0203
23701,Arghakhanchi,28350,MAIZE,PRODUCTION,1920-0203
23702,Baglung,17880,MAIZE,PRODUCTION,1920-0203
23703,Baitadi,10920,MAIZE,PRODUCTION,1920-0203
23704,Bajhang,6200,MAIZE,PRODUCTION,1920-0203
23705,Bajura,1820,MAIZE,PRODUCTION,1920-0203
23706,Banke,20400,MAIZE,PRODUCTION,1920-0203
23707,Bara,5490,MAIZE,PRODUCTION,1920-0203
23708,Bardiya,17500,MAIZE,PRODUCTION,1920-0203
23709,Bhaktapur,6702,MAIZE,PRODUCTION,1920-0203
23710,Bhojpur,40907,MAIZE,PRODUCTION,1920-0203
23711,Chitwan,47300,MAIZE,PRODUCTION,1920-0203
23712,Dadeldhura,6749,MAIZE,PRODUCTION,1920-0203
23713,Dailekh,19540,MAIZE,PRODUCTION,1920-0203
23714,Dang,43100,MAIZE,PRODUCTION,1920-0203
23715,Darchula,8890,MAIZE,PRODUCTION,1920-0203
23716,Dhading,40918,MAIZE,PRODUCTION,1920-0203
23717,Dhankuta,33813,MAIZE,PRODUCTION,1920-0203
23718,Dhanusa,6500,MAIZE,PRODUCTION,1920-0203
23719,Dolakha,10649,MAIZE,PRODUCTION,1920-0203
23720,Dolpa,2400,MAIZE,PRODUCTION,1920-0203
23721,Doti,4890,MAIZE,PRODUCTION,1920-0203
23722,Gorkha,38500,MAIZE,PRODUCTION,1920-0203
23723,Gulmi,29500,MAIZE,PRODUCTION,1920-0203
23724,Humla,120,MAIZE,PRODUCTION,1920-0203
23725,Ilam,44350,MAIZE,PRODUCTION,1920-0203
23726,Jajarkot,16510,MAIZE,PRODUCTION,1920-0203
23727,Jhapa,42300,MAIZE,PRODUCTION,1920-0203
23728,Jumla,6790,MAIZE,PRODUCTION,1920-0203
23729,Kailali,18750,MAIZE,PRODUCTION,1920-0203
23730,Kalikot,2590,MAIZE,PRODUCTION,1920-0203
23731,Kanchanpur,10025,MAIZE,PRODUCTION,1920-0203
23732,Kapilbastu,1200,MAIZE,PRODUCTION,1920-0203
23733,Kaski,31680,MAIZE,PRODUCTION,1920-0203
23734,Kathmandu,23860,MAIZE,PRODUCTION,1920-0203
23735,Kavre,58320,MAIZE,PRODUCTION,1920-0203
23736,Khotang,42150,MAIZE,PRODUCTION,1920-0203
23737,Lalitpur,18070,MAIZE,PRODUCTION,1920-0203
23738,Lamjung,20240,MAIZE,PRODUCTION,1920-0203
23739,Mahottari,5850,MAIZE,PRODUCTION,1920-0203
23740,Makwanpur,41174,MAIZE,PRODUCTION,1920-0203
23741,Manang,250,MAIZE,PRODUCTION,1920-0203
23742,Morang,25520,MAIZE,PRODUCTION,1920-0203
23743,Mugu,850,MAIZE,PRODUCTION,1920-0203
23744,Mustang,910,MAIZE,PRODUCTION,1920-0203
23745,Myagdi,16670,MAIZE,PRODUCTION,1920-0203
23746,Nawalparasi,16968,MAIZE,PRODUCTION,1920-0203
23747,Nuwakot,41355,MAIZE,PRODUCTION,1920-0203
23748,Okhaldhunga,20120,MAIZE,PRODUCTION,1920-0203
23749,Palpa,38807,MAIZE,PRODUCTION,1920-0203
23750,Panchthar,16681,MAIZE,PRODUCTION,1920-0203
23751,Parbat,26068,MAIZE,PRODUCTION,1920-0203
23752,Parsa,11329,MAIZE,PRODUCTION,1920-0203
23753,Pyuthan,19500,MAIZE,PRODUCTION,1920-0203
23754,Ramechhap,32090,MAIZE,PRODUCTION,1920-0203
23755,Rasuwa,3370,MAIZE,PRODUCTION,1920-0203
23756,Rautahat,5251,MAIZE,PRODUCTION,1920-0203
23757,Rolpa,17910,MAIZE,PRODUCTION,1920-0203
23758,Rukum,31520,MAIZE,PRODUCTION,1920-0203
23759,Rupandehi,950,MAIZE,PRODUCTION,1920-0203
23760,Salyan,38040,MAIZE,PRODUCTION,1920-0203
23761,Sankhuwasabha,21838,MAIZE,PRODUCTION,1920-0203
23762,Saptari,9200,MAIZE,PRODUCTION,1920-0203
23763,Sarlahi,21610,MAIZE,PRODUCTION,1920-0203
23764,Sindhuli,32007,MAIZE,PRODUCTION,1920-0203
23765,Sindhupalchok,43200,MAIZE,PRODUCTION,1920-0203
23766,Siraha,3540,MAIZE,PRODUCTION,1920-0203
23767,Solukhumbu,20100,MAIZE,PRODUCTION,1920-0203
23768,Sunsari,9750,MAIZE,PRODUCTION,1920-0203
23769,Surkhet,30801,MAIZE,PRODUCTION,1920-0203
23770,Syangja,64680,MAIZE,PRODUCTION,1920-0203
23771,Tanahu,42435,MAIZE,PRODUCTION,1920-0203
23772,Taplejung,21960,MAIZE,PRODUCTION,1920-0203
23773,Tehrathum,17863,MAIZE,PRODUCTION,1920-0203
23774,Udayapur,26850,MAIZE,PRODUCTION,1920-0203
23775,Achham,6250,MAIZE,PRODUCTION,1920-0304
23776,Arghakhanchi,28350,MAIZE,PRODUCTION,1920-0304
23777,Baglung,18030,MAIZE,PRODUCTION,1920-0304
23778,Baitadi,10920,MAIZE,PRODUCTION,1920-0304
23779,Bajhang,6200,MAIZE,PRODUCTION,1920-0304
23780,Bajura,1820,MAIZE,PRODUCTION,1920-0304
23781,Banke,21192,MAIZE,PRODUCTION,1920-0304
23782,Bara,5225,MAIZE,PRODUCTION,1920-0304
23783,Bardiya,17500,MAIZE,PRODUCTION,1920-0304
23784,Bhaktapur,6702,MAIZE,PRODUCTION,1920-0304
23785,Bhojpur,40907,MAIZE,PRODUCTION,1920-0304
23786,Chitwan,60510,MAIZE,PRODUCTION,1920-0304
23787,Dadeldhura,6520,MAIZE,PRODUCTION,1920-0304
23788,Dailekh,19960,MAIZE,PRODUCTION,1920-0304
23789,Dang,47100,MAIZE,PRODUCTION,1920-0304
23790,Darchula,8890,MAIZE,PRODUCTION,1920-0304
23791,Dhading,40918,MAIZE,PRODUCTION,1920-0304
23792,Dhankuta,24190,MAIZE,PRODUCTION,1920-0304
23793,Dhanusa,6500,MAIZE,PRODUCTION,1920-0304
23794,Dolakha,9648,MAIZE,PRODUCTION,1920-0304
23795,Dolpa,2400,MAIZE,PRODUCTION,1920-0304
23796,Doti,4454,MAIZE,PRODUCTION,1920-0304
23797,Gorkha,40090,MAIZE,PRODUCTION,1920-0304
23798,Gulmi,29500,MAIZE,PRODUCTION,1920-0304
23799,Humla,145,MAIZE,PRODUCTION,1920-0304
23800,Ilam,44350,MAIZE,PRODUCTION,1920-0304
23801,Jajarkot,16510,MAIZE,PRODUCTION,1920-0304
23802,Jhapa,42300,MAIZE,PRODUCTION,1920-0304
23803,Jumla,6790,MAIZE,PRODUCTION,1920-0304
23804,Kailali,18750,MAIZE,PRODUCTION,1920-0304
23805,Kalikot,2590,MAIZE,PRODUCTION,1920-0304
23806,Kanchanpur,11844,MAIZE,PRODUCTION,1920-0304
23807,Kapilbastu,1000,MAIZE,PRODUCTION,1920-0304
23808,Kaski,32160,MAIZE,PRODUCTION,1920-0304
23809,Kathmandu,23860,MAIZE,PRODUCTION,1920-0304
23810,Kavre,59000,MAIZE,PRODUCTION,1920-0304
23811,Khotang,42150,MAIZE,PRODUCTION,1920-0304
23812,Lalitpur,17089,MAIZE,PRODUCTION,1920-0304
23813,Lamjung,20240,MAIZE,PRODUCTION,1920-0304
23814,Mahottari,5850,MAIZE,PRODUCTION,1920-0304
23815,Makwanpur,41174,MAIZE,PRODUCTION,1920-0304
23816,Manang,350,MAIZE,PRODUCTION,1920-0304
23817,Morang,25520,MAIZE,PRODUCTION,1920-0304
23818,Mugu,850,MAIZE,PRODUCTION,1920-0304
23819,Mustang,766,MAIZE,PRODUCTION,1920-0304
23820,Myagdi,16670,MAIZE,PRODUCTION,1920-0304
23821,Nawalparasi,19610,MAIZE,PRODUCTION,1920-0304
23822,Nuwakot,40692,MAIZE,PRODUCTION,1920-0304
23823,Okhaldhunga,20120,MAIZE,PRODUCTION,1920-0304
23824,Palpa,38807,MAIZE,PRODUCTION,1920-0304
23825,Panchthar,16681,MAIZE,PRODUCTION,1920-0304
23826,Parbat,27440,MAIZE,PRODUCTION,1920-0304
23827,Parsa,11329,MAIZE,PRODUCTION,1920-0304
23828,Pyuthan,19280,MAIZE,PRODUCTION,1920-0304
23829,Ramechhap,32090,MAIZE,PRODUCTION,1920-0304
23830,Rasuwa,3370,MAIZE,PRODUCTION,1920-0304
23831,Rautahat,5015,MAIZE,PRODUCTION,1920-0304
23832,Rolpa,17910,MAIZE,PRODUCTION,1920-0304
23833,Rukum,31520,MAIZE,PRODUCTION,1920-0304
23834,Rupandehi,1020,MAIZE,PRODUCTION,1920-0304
23835,Salyan,38040,MAIZE,PRODUCTION,1920-0304
23836,Sankhuwasabha,21838,MAIZE,PRODUCTION,1920-0304
23837,Saptari,9200,MAIZE,PRODUCTION,1920-0304
23838,Sarlahi,21610,MAIZE,PRODUCTION,1920-0304
23839,Sindhuli,32007,MAIZE,PRODUCTION,1920-0304
23840,Sindhupalchok,46454,MAIZE,PRODUCTION,1920-0304
23841,Siraha,3540,MAIZE,PRODUCTION,1920-0304
23842,Solukhumbu,20100,MAIZE,PRODUCTION,1920-0304
23843,Sunsari,9750,MAIZE,PRODUCTION,1920-0304
23844,Surkhet,30801,MAIZE,PRODUCTION,1920-0304
23845,Syangja,65000,MAIZE,PRODUCTION,1920-0304
23846,Tanahu,46466,MAIZE,PRODUCTION,1920-0304
23847,Taplejung,21960,MAIZE,PRODUCTION,1920-0304
23848,Tehrathum,17863,MAIZE,PRODUCTION,1920-0304
23849,Udayapur,26850,MAIZE,PRODUCTION,1920-0304
23850,Achham,6250.0,MAIZE,PRODUCTION,1920-0405
23851,Arghakhanchi,28350.0,MAIZE,PRODUCTION,1920-0405
23852,Baglung,24241.25,MAIZE,PRODUCTION,1920-0405
23853,Baitadi,17000.0,MAIZE,PRODUCTION,1920-0405
23854,Bajhang,6200.0,MAIZE,PRODUCTION,1920-0405
23855,Bajura,1820.0,MAIZE,PRODUCTION,1920-0405
23856,Banke,12914.0,MAIZE,PRODUCTION,1920-0405
23857,Bara,5225.0,MAIZE,PRODUCTION,1920-0405
23858,Bardiya,17500.0,MAIZE,PRODUCTION,1920-0405
23859,Bhaktapur,6120.0,MAIZE,PRODUCTION,1920-0405
23860,Bhojpur,40907.0,MAIZE,PRODUCTION,1920-0405
23861,Chitwan,52147.0,MAIZE,PRODUCTION,1920-0405
23862,Dadeldhura,7551.0,MAIZE,PRODUCTION,1920-0405
23863,Dailekh,20534.4,MAIZE,PRODUCTION,1920-0405
23864,Dang,56750.0,MAIZE,PRODUCTION,1920-0405
23865,Darchula,9300.0,MAIZE,PRODUCTION,1920-0405
23866,Dhading,40918.5,MAIZE,PRODUCTION,1920-0405
23867,Dhankuta,23382.0,MAIZE,PRODUCTION,1920-0405
23868,Dhanusa,3500.0,MAIZE,PRODUCTION,1920-0405
23869,Dolakha,9934.0,MAIZE,PRODUCTION,1920-0405
23870,Dolpa,2400.0,MAIZE,PRODUCTION,1920-0405
23871,Doti,4906.0,MAIZE,PRODUCTION,1920-0405
23872,Gorkha,40154.1,MAIZE,PRODUCTION,1920-0405
23873,Gulmi,38870.0,MAIZE,PRODUCTION,1920-0405
23874,Humla,155.0,MAIZE,PRODUCTION,1920-0405
23875,Ilam,46550.0,MAIZE,PRODUCTION,1920-0405
23876,Jajarkot,16510.0,MAIZE,PRODUCTION,1920-0405
23877,Jhapa,44000.0,MAIZE,PRODUCTION,1920-0405
23878,Jumla,6900.0,MAIZE,PRODUCTION,1920-0405
23879,Kailali,24750.0,MAIZE,PRODUCTION,1920-0405
23880,Kalikot,2590.0,MAIZE,PRODUCTION,1920-0405
23881,Kanchanpur,11844.0,MAIZE,PRODUCTION,1920-0405
23882,Kapilbastu,1000.0,MAIZE,PRODUCTION,1920-0405
23883,Kaski,32682.0,MAIZE,PRODUCTION,1920-0405
23884,Kathmandu,15960.0,MAIZE,PRODUCTION,1920-0405
23885,Kavre,53400.0,MAIZE,PRODUCTION,1920-0405
23886,Khotang,45000.0,MAIZE,PRODUCTION,1920-0405
23887,Lalitpur,23352.0,MAIZE,PRODUCTION,1920-0405
23888,Lamjung,38244.0,MAIZE,PRODUCTION,1920-0405
23889,Mahottari,5850.0,MAIZE,PRODUCTION,1920-0405
23890,Makwanpur,41145.0,MAIZE,PRODUCTION,1920-0405
23891,Manang,355.0,MAIZE,PRODUCTION,1920-0405
23892,Morang,29830.0,MAIZE,PRODUCTION,1920-0405
23893,Mugu,1017.0,MAIZE,PRODUCTION,1920-0405
23894,Mustang,780.0,MAIZE,PRODUCTION,1920-0405
23895,Myagdi,24374.7,MAIZE,PRODUCTION,1920-0405
23896,Nawalparasi,21014.0,MAIZE,PRODUCTION,1920-0405
23897,Nuwakot,40693.0,MAIZE,PRODUCTION,1920-0405
23898,Okhaldhunga,20120.0,MAIZE,PRODUCTION,1920-0405
23899,Palpa,40050.0,MAIZE,PRODUCTION,1920-0405
23900,Panchthar,21231.0,MAIZE,PRODUCTION,1920-0405
23901,Parbat,26220.0,MAIZE,PRODUCTION,1920-0405
23902,Parsa,11137.5,MAIZE,PRODUCTION,1920-0405
23903,Pyuthan,18038.0,MAIZE,PRODUCTION,1920-0405
23904,Ramechhap,46111.525,MAIZE,PRODUCTION,1920-0405
23905,Rasuwa,4347.0,MAIZE,PRODUCTION,1920-0405
23906,Rautahat,4650.0,MAIZE,PRODUCTION,1920-0405
23907,Rolpa,17910.0,MAIZE,PRODUCTION,1920-0405
23908,Rukum,31520.0,MAIZE,PRODUCTION,1920-0405
23909,Rupandehi,1020.0,MAIZE,PRODUCTION,1920-0405
23910,Salyan,43787.1,MAIZE,PRODUCTION,1920-0405
23911,Sankhuwasabha,22788.804,MAIZE,PRODUCTION,1920-0405
23912,Saptari,9200.0,MAIZE,PRODUCTION,1920-0405
23913,Sarlahi,20012.5,MAIZE,PRODUCTION,1920-0405
23914,Sindhuli,35308.476,MAIZE,PRODUCTION,1920-0405
23915,Sindhupalchok,50323.5,MAIZE,PRODUCTION,1920-0405
23916,Siraha,3750.0,MAIZE,PRODUCTION,1920-0405
23917,Solukhumbu,20100.0,MAIZE,PRODUCTION,1920-0405
23918,Sunsari,11115.0,MAIZE,PRODUCTION,1920-0405
23919,Surkhet,38722.8,MAIZE,PRODUCTION,1920-0405
23920,Syangja,80080.0,MAIZE,PRODUCTION,1920-0405
23921,Tanahu,57096.0,MAIZE,PRODUCTION,1920-0405
23922,Taplejung,22170.9,MAIZE,PRODUCTION,1920-0405
23923,Tehrathum,19665.0,MAIZE,PRODUCTION,1920-0405
23924,Udayapur,34697.22,MAIZE,PRODUCTION,1920-0405
23925,Achham,6250.0,MAIZE,PRODUCTION,1920-0506
23926,Arghakhanchi,28350.0,MAIZE,PRODUCTION,1920-0506
23927,Baglung,25090.0,MAIZE,PRODUCTION,1920-0506
23928,Baitadi,16450.0,MAIZE,PRODUCTION,1920-0506
23929,Bajhang,6200.0,MAIZE,PRODUCTION,1920-0506
23930,Bajura,1820.0,MAIZE,PRODUCTION,1920-0506
23931,Banke,18400.0,MAIZE,PRODUCTION,1920-0506
23932,Bara,5292.0,MAIZE,PRODUCTION,1920-0506
23933,Bardiya,21875.0,MAIZE,PRODUCTION,1920-0506
23934,Bhaktapur,6120.0,MAIZE,PRODUCTION,1920-0506
23935,Bhojpur,40907.0,MAIZE,PRODUCTION,1920-0506
23936,Chitwan,44110.0,MAIZE,PRODUCTION,1920-0506
23937,Dadeldhura,6749.0,MAIZE,PRODUCTION,1920-0506
23938,Dailekh,20534.4,MAIZE,PRODUCTION,1920-0506
23939,Dang,56750.0,MAIZE,PRODUCTION,1920-0506
23940,Darchula,5590.0,MAIZE,PRODUCTION,1920-0506
23941,Dhading,40736.0,MAIZE,PRODUCTION,1920-0506
23942,Dhankuta,38104.5,MAIZE,PRODUCTION,1920-0506
23943,Dhanusa,4050.0,MAIZE,PRODUCTION,1920-0506
23944,Dolakha,9950.0,MAIZE,PRODUCTION,1920-0506
23945,Dolpa,3037.5,MAIZE,PRODUCTION,1920-0506
23946,Doti,4890.0,MAIZE,PRODUCTION,1920-0506
23947,Gorkha,48285.0,MAIZE,PRODUCTION,1920-0506
23948,Gulmi,39656.0,MAIZE,PRODUCTION,1920-0506
23949,Humla,155.0,MAIZE,PRODUCTION,1920-0506
23950,Ilam,42415.0,MAIZE,PRODUCTION,1920-0506
23951,Jajarkot,16510.0,MAIZE,PRODUCTION,1920-0506
23952,Jhapa,47837.5,MAIZE,PRODUCTION,1920-0506
23953,Jumla,6900.0,MAIZE,PRODUCTION,1920-0506
23954,Kailali,24750.0,MAIZE,PRODUCTION,1920-0506
23955,Kalikot,2590.0,MAIZE,PRODUCTION,1920-0506
23956,Kanchanpur,10025.0,MAIZE,PRODUCTION,1920-0506
23957,Kapilbastu,2730.0,MAIZE,PRODUCTION,1920-0506
23958,Kaski,35684.0,MAIZE,PRODUCTION,1920-0506
23959,Kathmandu,15148.0,MAIZE,PRODUCTION,1920-0506
23960,Kavre,53500.0,MAIZE,PRODUCTION,1920-0506
23961,Khotang,43875.0,MAIZE,PRODUCTION,1920-0506
23962,Lalitpur,23352.0,MAIZE,PRODUCTION,1920-0506
23963,Lamjung,38012.0,MAIZE,PRODUCTION,1920-0506
23964,Mahottari,5644.0,MAIZE,PRODUCTION,1920-0506
23965,Makwanpur,41145.0,MAIZE,PRODUCTION,1920-0506
23966,Manang,365.0,MAIZE,PRODUCTION,1920-0506
23967,Morang,34940.0,MAIZE,PRODUCTION,1920-0506
23968,Mugu,1017.0,MAIZE,PRODUCTION,1920-0506
23969,Mustang,780.0,MAIZE,PRODUCTION,1920-0506
23970,Myagdi,24374.7,MAIZE,PRODUCTION,1920-0506
23971,Nawalparasi,23154.0,MAIZE,PRODUCTION,1920-0506
23972,Nuwakot,35550.0,MAIZE,PRODUCTION,1920-0506
23973,Okhaldhunga,22348.0,MAIZE,PRODUCTION,1920-0506
23974,Palpa,40250.0,MAIZE,PRODUCTION,1920-0506
23975,Panchthar,21231.0,MAIZE,PRODUCTION,1920-0506
23976,Parbat,28624.0,MAIZE,PRODUCTION,1920-0506
23977,Parsa,13381.0,MAIZE,PRODUCTION,1920-0506
23978,Pyuthan,18038.0,MAIZE,PRODUCTION,1920-0506
23979,Ramechhap,40805.0,MAIZE,PRODUCTION,1920-0506
23980,Rasuwa,4347.0,MAIZE,PRODUCTION,1920-0506
23981,Rautahat,4650.0,MAIZE,PRODUCTION,1920-0506
23982,Rolpa,17200.0,MAIZE,PRODUCTION,1920-0506
23983,Rukum,31520.0,MAIZE,PRODUCTION,1920-0506
23984,Rupandehi,1541.0,MAIZE,PRODUCTION,1920-0506
23985,Salyan,40236.0,MAIZE,PRODUCTION,1920-0506
23986,Sankhuwasabha,22623.0,MAIZE,PRODUCTION,1920-0506
23987,Saptari,9500.0,MAIZE,PRODUCTION,1920-0506
23988,Sarlahi,21000.0,MAIZE,PRODUCTION,1920-0506
23989,Sindhuli,36030.0,MAIZE,PRODUCTION,1920-0506
23990,Sindhupalchok,44940.0,MAIZE,PRODUCTION,1920-0506
23991,Siraha,3875.0,MAIZE,PRODUCTION,1920-0506
23992,Solukhumbu,20100.0,MAIZE,PRODUCTION,1920-0506
23993,Sunsari,11115.0,MAIZE,PRODUCTION,1920-0506
23994,Surkhet,35921.25,MAIZE,PRODUCTION,1920-0506
23995,Syangja,80080.0,MAIZE,PRODUCTION,1920-0506
23996,Tanahu,58220.0,MAIZE,PRODUCTION,1920-0506
23997,Taplejung,22881.25,MAIZE,PRODUCTION,1920-0506
23998,Tehrathum,19614.0,MAIZE,PRODUCTION,1920-0506
23999,Udayapur,34697.22,MAIZE,PRODUCTION,1920-0506
24000,Achham,8870.0,MAIZE,PRODUCTION,1920-0607
24001,Arghakhanchi,28350.0,MAIZE,PRODUCTION,1920-0607
24002,Baglung,44100.0,MAIZE,PRODUCTION,1920-0607
24003,Baitadi,16450.0,MAIZE,PRODUCTION,1920-0607
24004,Bajhang,6200.0,MAIZE,PRODUCTION,1920-0607
24005,Bajura,1584.0,MAIZE,PRODUCTION,1920-0607
24006,Banke,19500.0,MAIZE,PRODUCTION,1920-0607
24007,Bara,6300.0,MAIZE,PRODUCTION,1920-0607
24008,Bardiya,18060.0,MAIZE,PRODUCTION,1920-0607
24009,Bhaktapur,6100.0,MAIZE,PRODUCTION,1920-0607
24010,Bhojpur,43638.0,MAIZE,PRODUCTION,1920-0607
24011,Chitwan,57820.0,MAIZE,PRODUCTION,1920-0607
24012,Dadeldhura,7858.2,MAIZE,PRODUCTION,1920-0607
24013,Dailekh,30577.0,MAIZE,PRODUCTION,1920-0607
24014,Dang,54825.0,MAIZE,PRODUCTION,1920-0607
24015,Darchula,9145.0,MAIZE,PRODUCTION,1920-0607
24016,Dhading,30736.0,MAIZE,PRODUCTION,1920-0607
24017,Dhankuta,41943.3,MAIZE,PRODUCTION,1920-0607
24018,Dhanusa,3068.0,MAIZE,PRODUCTION,1920-0607
24019,Dolakha,10800.0,MAIZE,PRODUCTION,1920-0607
24020,Dolpa,3250.0,MAIZE,PRODUCTION,1920-0607
24021,Doti,3825.0,MAIZE,PRODUCTION,1920-0607
24022,Gorkha,48375.0,MAIZE,PRODUCTION,1920-0607
24023,Gulmi,39656.0,MAIZE,PRODUCTION,1920-0607
24024,Humla,140.0,MAIZE,PRODUCTION,1920-0607
24025,Ilam,46940.0,MAIZE,PRODUCTION,1920-0607
24026,Jajarkot,16510.0,MAIZE,PRODUCTION,1920-0607
24027,Jhapa,54250.0,MAIZE,PRODUCTION,1920-0607
24028,Jumla,6850.0,MAIZE,PRODUCTION,1920-0607
24029,Kailali,32467.5,MAIZE,PRODUCTION,1920-0607
24030,Kalikot,2450.0,MAIZE,PRODUCTION,1920-0607
24031,Kanchanpur,10925.0,MAIZE,PRODUCTION,1920-0607
24032,Kapilbastu,2604.0,MAIZE,PRODUCTION,1920-0607
24033,Kaski,36630.0,MAIZE,PRODUCTION,1920-0607
24034,Kathmandu,15633.0,MAIZE,PRODUCTION,1920-0607
24035,Kavre,53500.0,MAIZE,PRODUCTION,1920-0607
24036,Khotang,43875.0,MAIZE,PRODUCTION,1920-0607
24037,Lalitpur,17775.0,MAIZE,PRODUCTION,1920-0607
24038,Lamjung,38277.0,MAIZE,PRODUCTION,1920-0607
24039,Mahottari,5895.0,MAIZE,PRODUCTION,1920-0607
24040,Makwanpur,48539.4,MAIZE,PRODUCTION,1920-0607
24041,Manang,365.0,MAIZE,PRODUCTION,1920-0607
24042,Morang,31500.0,MAIZE,PRODUCTION,1920-0607
24043,Mugu,1000.0,MAIZE,PRODUCTION,1920-0607
24044,Mustang,780.0,MAIZE,PRODUCTION,1920-0607
24045,Myagdi,24374.7,MAIZE,PRODUCTION,1920-0607
24046,Nawalparasi,24250.0,MAIZE,PRODUCTION,1920-0607
