_id,YEAR,MONTH,DISTRICT,PRECIPITATION,SURFACE_PRESSURE,HUMIDITY_AT_2M,RELATIVE_HUMIDITY_2M,TEMP_2M,WET_BULB_TEMP_2M,TEMP_2M_MAX,TEMP_2M_MIN,SURFACE_TEMP,WIND_SPEED_10M,WIND_SPEED_10M_MAX,WIND_SPEED_10M_MIN
27574,2016,10,Tanahun,161.14,77.75,10.14,82,13.09,9.01,17.07,9.89,12.15,1.77,3.65,0.26
27575,2016,11,Tanahun,0,77.91,5.94,61.94,9.59,1.03,14.82,6.01,6.42,1.6,3.34,0.3
27576,2016,12,Tanahun,0,77.9,4.63,53.93,8.04,-2.09,13.73,4.49,4.3,1.5,3.26,0.35
27577,2017,1,Tanahun,9.81,77.82,3.63,52.59,4.91,-4.98,10.62,1.24,2.71,1.73,3.76,0.38
27578,2017,2,Tanahun,0.15,77.85,3.87,44.57,8.07,-3.91,14.73,3.07,6.2,2.06,4.58,0.44
27579,2017,3,Tanahun,74.46,77.61,4.65,50.5,8.81,-1.72,15.34,3.54,8.08,2.29,4.84,0.35
27580,2017,4,Tanahun,149.15,77.63,6.72,52.77,13.65,3.31,20.14,7.52,13.01,2.19,4.25,0.34
27581,2017,5,Tanahun,182.38,77.61,9.88,67.31,15.93,9.16,20.67,11.41,16.21,2.13,4.39,0.4
27582,2017,6,Tanahun,214.96,77.36,12.77,75.8,18.12,13.03,22.22,14.34,18.75,2.27,4.5,0.39
27583,2017,7,Tanahun,322.26,77.35,14.99,91.27,17.68,15.6,20.79,14.92,18.12,2.34,4.66,0.44
27584,2017,8,Tanahun,436.73,77.43,15.17,94.72,17.28,15.78,19.84,15.02,17.38,2.29,4.49,0.5
27585,2017,9,Tanahun,336.79,77.64,14.57,94.47,16.74,15.12,19.73,14.25,16.84,2.18,4.38,0.4
27586,2017,10,Tanahun,59.97,77.79,10.77,83.72,13.68,9.95,17.71,10.53,13.15,1.84,3.9,0.31
27587,2017,11,Tanahun,0.35,77.9,6.71,71.24,9.13,2.87,14,5.68,7.19,1.65,3.56,0.33
27588,2017,12,Tanahun,0.2,77.98,4.38,50.58,7.92,-2.9,13.51,4.5,4.5,1.59,3.44,0.34
27589,2018,1,Tanahun,0.08,77.59,3.05,43.32,5.22,-6.94,11.58,1.26,2.02,1.69,4.05,0.44
27590,2018,2,Tanahun,0.25,77.78,3.77,45.97,7.31,-4.1,13.66,2.88,5.77,2.04,4.55,0.33
27591,2018,3,Tanahun,0.91,77.7,4.29,42.58,10.41,-2.35,17.44,4.35,9.91,2.46,4.98,0.32
27592,2018,4,Tanahun,4.38,77.68,7.27,59.69,13.21,4.65,18.75,8.27,13.49,2.24,4.74,0.31
27593,2018,5,Tanahun,8.92,77.56,9.94,70.42,15.43,9.03,20.24,11.04,15.69,2.14,4.51,0.28
27594,2018,6,Tanahun,7.43,77.27,14.03,85.64,17.63,14.52,21.02,14.45,18.14,2.23,4.5,0.31
27595,2018,7,Tanahun,13.62,77.22,15.4,92.88,17.79,16.03,20.58,15.35,18.13,2.3,4.48,0.5
27596,2018,8,Tanahun,9.28,77.33,14.95,93.05,17.32,15.57,20.23,14.91,17.6,2.1,4.3,0.34
27597,2018,9,Tanahun,2.68,77.68,13.82,91.18,16.46,14.19,19.93,13.63,16.6,2.21,4.39,0.45
27598,2018,10,Tanahun,0.07,77.93,8.38,76.13,11.4,6.11,16.03,7.75,10.83,1.82,3.79,0.32
27599,2018,11,Tanahun,0.03,77.93,5.83,63.82,8.86,1.26,14.53,4.9,7.01,1.79,3.99,0.23
27600,2018,12,Tanahun,0,77.84,3.85,53.77,5.15,-4.44,11.09,1.28,3.04,1.68,3.84,0.29
27601,2019,1,Tanahun,0.79,77.85,3.6,56.48,3.77,-4.93,9.58,0.02,2.13,1.76,3.95,0.32
27602,2019,2,Tanahun,3.46,77.76,4.38,62.87,5.01,-2.75,11.17,0.14,3.34,2.11,4.58,0.35
27603,2019,3,Tanahun,1.58,77.71,4.89,55.49,8.29,-1.15,15.16,2.28,7.34,2.33,4.62,0.35
27604,2019,4,Tanahun,3.18,77.72,7.2,56.86,13.76,4.56,19.66,8.31,13.64,2.19,4.53,0.34
27605,2019,5,Tanahun,5.53,77.58,8.12,55.04,16.14,6.22,22.01,10.5,16.24,2.32,4.45,0.36
27606,2019,6,Tanahun,9.54,77.42,12.72,76.25,17.94,12.86,22.13,13.75,18.33,2.11,4.18,0.38
27607,2019,7,Tanahun,13.75,77.26,15.43,93.08,17.81,16.02,20.55,15.28,18.14,2.46,4.58,0.52
27608,2019,8,Tanahun,7.33,77.43,15.24,91.54,17.91,15.85,20.97,15.16,18.21,2.15,4.33,0.3
27609,2019,9,Tanahun,11.23,77.74,13.71,93.68,15.88,14.17,18.72,13.59,15.95,1.9,4.03,0.36
27610,2019,10,Tanahun,2.5,77.95,10.42,88.21,12.62,9.53,16.32,9.79,12.14,1.64,3.61,0.22
27611,2019,11,Tanahun,0.64,77.96,6.98,69.98,10.1,3.27,14.79,6.84,7.73,1.57,3.42,0.3
27612,2019,12,Tanahun,1.13,77.88,4.25,65.3,3.82,-3.63,9.47,0,0.81,1.71,3.48,0.38
27613,1981,1,Taplejung,11.52,80.19,4.4,64.1,5.3,-1.92,11.26,1.36,3.53,1.72,3.99,0.31
27614,1981,2,Taplejung,10.02,80.07,4.16,49.29,8.29,-2.51,15.45,3.51,6.5,2.08,5.14,0.28
27615,1981,3,Taplejung,26.26,80.1,5.01,48.26,11.17,-0.15,18.04,5.96,10.89,2.39,5.43,0.39
27616,1981,4,Taplejung,66.04,79.99,7.08,54.72,14.46,4.34,20.85,8.91,14.75,2.4,5.33,0.44
27617,1981,5,Taplejung,196.74,79.88,11.15,74.41,16.76,11.39,21.51,12.49,17.54,2.24,4.69,0.42
27618,1981,6,Taplejung,201.9,79.62,13.51,78.05,18.98,14.28,23.32,15.1,19.86,2.4,4.87,0.45
27619,1981,7,Taplejung,375.58,79.64,15.58,91,18.8,16.73,22.08,15.95,19.51,2.53,4.89,0.71
27620,1981,8,Taplejung,320.11,79.65,15.52,92.07,18.55,16.67,21.73,15.78,19.04,2.21,4.42,0.53
27621,1981,9,Taplejung,127.21,80.07,13.54,90.28,16.79,14.47,20.17,14.11,16.94,1.87,3.9,0.45
27622,1981,10,Taplejung,6.41,80.15,10.05,79.34,14.12,9.76,19.08,10.62,13.56,1.72,4.1,0.25
27623,1981,11,Taplejung,3.72,80.19,6.31,65.71,9.86,2.61,15.71,5.94,8.13,1.65,3.72,0.27
27624,1981,12,Taplejung,10.68,80.35,4.36,56.29,6.76,-2.33,13.25,2.8,4.07,1.57,3.82,0.27
27625,1982,1,Taplejung,11.71,80.25,3.94,50.31,7.07,-3.17,13.73,2.76,4.62,1.74,4.2,0.27
27626,1982,2,Taplejung,41.4,79.95,4.16,56.54,6.25,-2.65,12.97,1.28,4.84,2.01,4.89,0.35
27627,1982,3,Taplejung,52.62,80.01,5.41,54.58,10.49,0.86,17.2,5.39,10.13,2.28,5.48,0.27
27628,1982,4,Taplejung,94.71,79.91,6.86,53.22,14.58,4.29,20.78,9.02,14.72,2.53,5.61,0.4
27629,1982,5,Taplejung,29.82,79.99,8.45,52.45,17.91,7.33,23.88,12.33,18.56,2.47,5.43,0.33
27630,1982,6,Taplejung,171.31,79.62,13.36,77.03,19.04,14.25,23.7,15.16,20.49,2.53,5.03,0.52
27631,1982,7,Taplejung,333.28,79.62,14.99,87.62,18.81,16.11,22.29,15.88,19.66,2.35,4.66,0.55
27632,1982,8,Taplejung,128.04,79.68,14.9,88.07,18.62,16,22.37,15.57,19.24,2.28,4.54,0.58
27633,1982,9,Taplejung,134.65,79.95,13.41,87.12,17.14,14.25,21.19,14,17.5,2.05,4.4,0.48
27634,1982,10,Taplejung,33.27,80.32,8.88,73.31,13.56,8.01,18.59,9.95,12.92,1.79,3.93,0.27
27635,1982,11,Taplejung,5.84,80.24,6.41,67.96,9.6,3.01,15.46,5.93,8.05,1.69,4.08,0.25
27636,1982,12,Taplejung,0.18,80.21,4.06,53.15,6.7,-2.91,13.44,2.59,4.23,1.68,4.21,0.3
27637,1983,1,Taplejung,0.54,80.2,2.87,43.74,4.61,-7.12,11.67,0.2,2.37,1.82,4.44,0.3
27638,1983,2,Taplejung,1.55,80.01,2.47,32.99,6.06,-8.76,13.47,0.66,4.59,2.28,5.42,0.33
27639,1983,3,Taplejung,4.83,79.95,3.07,29.19,11.38,-6.37,19.2,5.34,10.76,2.73,6.21,0.47
27640,1983,4,Taplejung,57,79.91,5.07,39.78,14.39,-0.52,21.39,8.36,14.8,2.69,6.11,0.47
27641,1983,5,Taplejung,86.08,79.92,9.23,61.81,16.85,8.58,22.59,11.62,17.84,2.35,5.16,0.34
27642,1983,6,Taplejung,97.71,79.75,11.61,63.53,19.96,11.94,25.36,14.89,21.48,2.53,5.25,0.39
27643,1983,7,Taplejung,371.66,79.73,15.44,87.17,19.39,16.59,23.04,16.33,20.4,2.47,4.82,0.45
27644,1983,8,Taplejung,134.91,79.83,15.03,88.91,18.64,16.18,22.34,15.56,19.35,2.33,4.68,0.54
27645,1983,9,Taplejung,110.93,79.98,14.11,90.27,17.43,15.15,21.03,14.65,17.88,2.14,4.3,0.55
27646,1983,10,Taplejung,27.51,80.13,9.87,75.69,14.36,9.11,19.17,10.86,13.71,1.73,3.73,0.35
27647,1983,11,Taplejung,0.02,80.39,5.96,61.23,10.2,2.02,16.22,6.31,8.22,1.74,3.87,0.31
27648,1983,12,Taplejung,8.09,80.22,3.53,47.58,6.49,-4.81,13.18,2.48,3.68,1.58,3.91,0.25
27649,1984,1,Taplejung,13.68,79.98,2.86,43.46,4.66,-7.3,11.89,0.16,2.21,1.71,4.55,0.21
27650,1984,2,Taplejung,11.57,80.02,2.97,37.46,7.27,-7.05,14.9,2.02,5.4,1.97,5.14,0.29
27651,1984,3,Taplejung,6.13,80,3.3,27.98,12.91,-5.32,20.97,6.82,11.85,2.56,5.62,0.4
27652,1984,4,Taplejung,29.29,79.89,5.16,35.09,16.45,0.08,23.77,9.79,16.71,2.8,6.06,0.58
27653,1984,5,Taplejung,91.76,79.73,10.06,63.11,17.72,9.43,23.46,12.69,18.89,2.54,5.32,0.52
27654,1984,6,Taplejung,246.48,79.49,14.4,83.06,19.05,15.39,23.15,15.81,20.09,2.39,4.64,0.56
27655,1984,7,Taplejung,241.26,79.63,14.78,90.11,18.12,15.91,21.36,15.39,18.88,2.4,4.56,0.63
27656,1984,8,Taplejung,168.23,79.68,14.71,88.16,18.41,15.76,22.1,15.5,18.96,2.24,4.38,0.6
27657,1984,9,Taplejung,200.47,79.94,13.09,90.16,16.25,13.88,19.9,13.47,16.48,2.19,4.4,0.67
27658,1984,10,Taplejung,23.39,80.16,10.51,80.26,14.51,10.3,19.36,11.07,14.06,1.74,3.99,0.31
27659,1984,11,Taplejung,0.06,80.34,5.67,61.73,9.34,1.52,15.34,5.46,7.29,1.73,3.9,0.29
27660,1984,12,Taplejung,0.59,80.04,4.08,52.05,7,-2.87,13.85,2.94,4.46,1.58,4.1,0.24
27661,1985,1,Taplejung,2.77,80.13,3.62,51.19,5.57,-4.42,12.2,1.26,3.68,1.79,4.36,0.3
27662,1985,2,Taplejung,4.55,79.67,2.61,33.59,7.1,-8.09,14.73,1.79,5.26,2.19,5.3,0.28
27663,1985,3,Taplejung,9.23,79.94,3.36,28.14,13.16,-5.44,21.19,6.93,12.3,2.62,5.89,0.5
27664,1985,4,Taplejung,11.7,79.8,5.56,37.23,16.77,1.09,23.74,10.49,17.31,2.7,5.91,0.56
27665,1985,5,Taplejung,63.59,79.79,8.94,55.99,17.71,7.97,23.79,12.08,19.06,2.5,5.36,0.38
27666,1985,6,Taplejung,147.88,79.48,12.97,72.5,19.49,13.69,24.56,14.97,21.02,2.52,5.23,0.44
27667,1985,7,Taplejung,386.61,79.71,14.32,89.23,17.79,15.4,21.2,15,18.58,2.3,4.51,0.56
27668,1985,8,Taplejung,122.24,79.7,15.1,88.54,18.75,16.23,22.53,15.51,19.48,2.21,4.31,0.58
27669,1985,9,Taplejung,164.75,79.96,13.55,90.6,16.71,14.5,20.2,13.97,17.07,1.91,4.07,0.4
27670,1985,10,Taplejung,86.76,80.2,10.68,85.26,13.96,10.67,18.27,10.96,13.75,1.78,3.93,0.32
27671,1985,11,Taplejung,0.07,80.2,6.82,74.18,9.34,3.89,14.74,5.92,7.99,1.62,3.83,0.24
27672,1985,12,Taplejung,18.77,80.22,5.1,62.84,7.58,-0.06,13.68,4.01,5.21,1.61,3.91,0.28
27673,1986,1,Taplejung,0.06,80.16,3.84,51.9,6.21,-3.7,12.94,2.02,3.67,1.68,4.23,0.26
27674,1986,2,Taplejung,1.89,80.06,3.79,46.18,7.8,-3.75,14.7,3.07,6.34,2.09,5.07,0.32
27675,1986,3,Taplejung,1.52,79.96,3.67,34.63,11.71,-3.92,19.39,5.6,11.26,2.72,6.21,0.52
27676,1986,4,Taplejung,30.11,79.93,5.47,39.85,15.33,0.85,22.2,9.01,15.9,2.68,5.79,0.51
27677,1986,5,Taplejung,56.1,79.85,7.74,51.92,16.82,5.72,23.09,11.04,17.97,2.52,5.33,0.36
27678,1986,6,Taplejung,176.08,79.57,11.83,64.79,19.78,12.05,25,15.06,21.4,2.69,5.34,0.55
27679,1986,7,Taplejung,237.65,79.71,14.68,87.51,18.49,15.79,22.12,15.4,19.42,2.47,4.72,0.59
27680,1986,8,Taplejung,137.83,79.77,14.55,86.44,18.57,15.62,22.62,15.26,19.27,2.25,4.64,0.42
27681,1986,9,Taplejung,144.27,80.06,12.91,87.92,16.43,13.81,20.43,13.37,16.96,1.99,4.18,0.46
27682,1986,10,Taplejung,55.93,80.24,9.08,77.85,12.75,7.94,17.6,9.38,11.89,1.78,3.93,0.34
27683,1986,11,Taplejung,6.55,80.29,6.1,64.2,9.85,2.33,15.99,6.09,7.77,1.72,4,0.29
27684,1986,12,Taplejung,14.05,80.36,4.23,55.37,6.73,-2.61,13.2,2.7,4.2,1.7,3.79,0.36
27685,1987,1,Taplejung,2.37,80.32,3.47,45.78,6.59,-5.02,13.58,2.23,4.01,1.76,4.15,0.3
27686,1987,2,Taplejung,7.6,80.28,3.48,40.2,8.59,-4.68,15.86,3.62,7,2.17,4.94,0.34
27687,1987,3,Taplejung,24.32,80.04,4.37,41.63,11.31,-1.68,18.44,5.76,10.94,2.46,5.54,0.43
27688,1987,4,Taplejung,53.99,80.02,5.03,37.33,15.38,-0.7,22.58,9.06,15.67,2.68,5.74,0.6
27689,1987,5,Taplejung,36.87,80.03,7.3,47.83,17.37,5.07,23.7,11.45,18.17,2.53,5.28,0.38
27690,1987,6,Taplejung,107.46,79.65,12.73,68.96,20.11,13.46,25.44,15.4,21.89,2.56,5.24,0.41
27691,1987,7,Taplejung,219.63,79.63,15.08,86.63,19.06,16.21,22.88,16.11,20.14,2.45,4.77,0.63
27692,1987,8,Taplejung,390.47,79.75,14.71,90.38,18.03,15.84,21.34,15.23,18.51,2.32,4.45,0.58
27693,1987,9,Taplejung,191.04,80,14.09,91.01,17.25,15.13,20.71,14.54,17.55,2,4.04,0.57
27694,1987,10,Taplejung,30.41,80.25,10.6,85.39,13.85,10.45,18.3,10.74,13.54,1.71,3.92,0.21
27695,1987,11,Taplejung,1.01,80.28,6.79,64.19,11.42,3.55,17.28,7.8,9.09,1.6,3.58,0.25
27696,1987,12,Taplejung,0.1,80.44,4.61,52.64,8.7,-1.59,15.32,4.56,5.66,1.65,3.57,0.37
27697,1988,1,Taplejung,1.26,80.17,3.85,49.03,7.07,-3.62,13.81,2.83,4.56,1.72,4.25,0.25
27698,1988,2,Taplejung,9.58,80.09,3.57,39.97,9.08,-4.34,16.27,4.39,7.35,2.06,4.88,0.36
27699,1988,3,Taplejung,13.75,79.88,4.16,39.37,11.61,-2.54,19.23,5.93,11.09,2.5,5.84,0.41
27700,1988,4,Taplejung,34.89,80.06,5.62,39.15,16.29,0.78,23.37,10.21,16.56,2.56,5.43,0.45
27701,1988,5,Taplejung,62.51,79.8,9.63,57.99,18.39,9.06,24.49,12.8,19.82,2.52,5.21,0.47
27702,1988,6,Taplejung,126.19,79.7,12.95,71.89,19.69,13.66,24.88,15.25,21.31,2.53,5.08,0.47
27703,1988,7,Taplejung,407.55,79.73,15.38,89.69,18.85,16.56,22.25,16.08,19.62,2.28,4.49,0.52
27704,1988,8,Taplejung,166.83,79.76,15.07,90.93,18.31,16.25,21.58,15.61,18.85,2.3,4.47,0.67
27705,1988,9,Taplejung,79.92,79.97,14,88.58,17.57,14.97,21.35,14.58,17.92,2.08,4.05,0.56
27706,1988,10,Taplejung,5.62,80.11,9.66,72.47,14.81,8.86,20.17,10.96,14.11,1.77,3.92,0.28
27707,1988,11,Taplejung,0.6,80.41,5.89,57.47,11.02,1.96,17.28,6.78,9.21,1.75,3.61,0.4
27708,1988,12,Taplejung,9.1,80.39,4.33,49.75,8.63,-1.94,14.99,4.73,6.3,1.66,3.9,0.3
27709,1989,1,Taplejung,4.59,79.96,3.01,43.16,5.4,-6.72,12.76,0.69,3.35,1.8,4.62,0.22
27710,1989,2,Taplejung,35.23,79.92,2.96,38.97,6.81,-6.83,14.37,1.4,5.13,2.26,5.46,0.35
27711,1989,3,Taplejung,11.91,79.96,3.73,35.6,11.38,-3.88,18.83,5.81,10.5,2.43,5.57,0.42
27712,1989,4,Taplejung,8.23,79.8,3.21,22.89,15.76,-5.7,23.79,8.52,15.44,2.96,6.39,0.55
27713,1989,5,Taplejung,142.05,79.81,8.84,53.13,18.68,6.55,24.66,13.15,19.86,2.67,5.43,0.56
27714,1989,6,Taplejung,213.26,79.71,13.49,80.51,18.5,14.41,22.82,14.59,19.6,2.37,4.63,0.6
27715,1989,7,Taplejung,329.18,79.73,14.99,90.2,18.33,16.13,21.7,15.52,19.03,2.26,4.47,0.58
27716,1989,8,Taplejung,103.81,79.81,14.48,88.13,18.18,15.61,21.89,15.1,18.81,2.11,4.33,0.48
27717,1989,9,Taplejung,151.16,79.96,13.98,89.57,17.39,15.07,21.14,14.52,17.87,2.12,4.31,0.57
27718,1989,10,Taplejung,8.28,80.2,9.81,74.29,14.54,9.04,19.66,10.77,13.9,1.77,3.72,0.34
27719,1989,11,Taplejung,0.99,80.37,5.12,56.56,9.18,0.27,15.49,5.12,7.24,1.76,3.93,0.32
27720,1989,12,Taplejung,1.77,80.36,3.4,45.8,6.52,-5.08,13.18,2.3,3.74,1.68,3.78,0.29
27721,1990,1,Taplejung,0,80.14,3.01,35.6,8.08,-6.43,15.48,3.62,5.1,1.82,4.44,0.27
27722,1990,2,Taplejung,7.36,80.07,3.89,48.22,7.44,-3.59,14.01,2.75,6.84,2.1,5,0.3
27723,1990,3,Taplejung,14.64,80.11,4.06,41.3,10.33,-2.85,17.3,4.79,10.26,2.42,5.4,0.31
27724,1990,4,Taplejung,18.18,79.83,4.94,37.57,14.84,-0.33,21.98,8.39,15.14,2.68,5.9,0.45
27725,1990,5,Taplejung,55.06,79.83,10.55,63.93,18.21,10.51,23.78,13.27,19.87,2.55,5.22,0.49
27726,1990,6,Taplejung,123.01,79.57,13.76,73.17,20.33,14.71,25.46,16.01,22.21,2.72,5.43,0.53
27727,1990,7,Taplejung,232.95,79.59,14.76,85.44,18.96,15.89,22.95,15.79,20.04,2.52,5,0.62
27728,1990,8,Taplejung,132.64,79.9,14.79,87.92,18.58,15.94,22.22,15.55,19.32,2.23,4.49,0.52
27729,1990,9,Taplejung,127.19,79.99,13.68,87.97,17.35,14.71,21.21,14.35,17.88,2.1,4.17,0.61
27730,1990,10,Taplejung,34.98,80.25,9.6,76.46,13.79,8.79,18.78,10.28,13.31,1.78,3.92,0.3
27731,1990,11,Taplejung,0.02,80.35,5.97,55.31,11.74,2.1,18.17,7.6,9.73,1.77,3.9,0.35
27732,1990,12,Taplejung,0,80.38,4.07,48.1,8.21,-2.92,14.7,4.41,5.77,1.63,3.91,0.28
27733,1991,1,Taplejung,4.38,80.11,3.06,44.65,5.36,-6.43,12.39,0.85,3.29,1.83,4.52,0.26
27734,1991,2,Taplejung,4.11,80.19,2.88,31.98,9.15,-6.93,16.75,3.83,7.74,2.27,5.39,0.3
27735,1991,3,Taplejung,17.99,80.1,3.55,32.29,12.38,-4.31,20.15,6.16,11.78,2.58,5.59,0.42
27736,1991,4,Taplejung,2.96,79.99,4.01,28.24,15.84,-3.49,23.66,8.63,16.23,2.76,5.99,0.37
27737,1991,5,Taplejung,16.72,79.91,7.99,46.56,19.05,5.95,25.38,12.93,20.51,2.8,5.8,0.55
27738,1991,6,Taplejung,170.3,79.67,13.26,75.11,19.3,14.18,24.01,15.32,20.97,2.64,5.17,0.55
27739,1991,7,Taplejung,145.77,79.6,15.16,86.56,19.17,16.31,22.9,16.12,20.17,2.52,4.88,0.6
27740,1991,8,Taplejung,214.26,79.75,14.64,87.91,18.4,15.79,21.91,15.66,19.04,2.12,4.26,0.59
27741,1991,9,Taplejung,245.7,80,13.96,91.93,16.97,15.01,20.39,14.42,17.37,2.11,4.19,0.61
27742,1991,10,Taplejung,2.39,80.16,9.68,76.7,13.89,8.85,18.9,10.45,13.14,1.68,3.78,0.23
27743,1991,11,Taplejung,0.85,80.36,5.09,56.61,9.03,0.08,15.18,5.21,6.7,1.65,3.83,0.24
27744,1991,12,Taplejung,6.33,80.29,4.2,55.05,6.87,-2.61,13.19,3.13,4.36,1.58,3.73,0.25
27745,1992,1,Taplejung,2.41,80.29,3.4,46.62,5.97,-5.15,12.82,1.73,3.41,1.7,4.15,0.27
27746,1992,2,Taplejung,1.94,79.94,2.8,39.52,5.64,-7.34,13.06,0.42,4.35,2.11,5.31,0.29
27747,1992,3,Taplejung,2.58,79.93,3.25,27.74,12.8,-5.45,21.08,6.47,12.08,2.81,6.58,0.5
27748,1992,4,Taplejung,16.41,80,4.07,27.84,16.54,-3.14,24.34,9.66,16.76,2.85,6.11,0.61
27749,1992,5,Taplejung,67.31,79.89,8.16,55.27,16.64,6.69,22.75,11.24,17.86,2.51,5.37,0.47
27750,1992,6,Taplejung,54.4,79.66,11.71,65.07,19.58,11.99,25.19,14.71,21.45,2.69,5.35,0.52
27751,1992,7,Taplejung,322.8,79.73,13.8,83.03,18.42,14.83,22.5,15.1,19.47,2.31,4.66,0.49
27752,1992,8,Taplejung,177.02,79.84,14.56,87.52,18.39,15.72,22.26,15.16,19.1,2.13,4.27,0.48
27753,1992,9,Taplejung,79.89,79.97,13.15,84.87,17.27,14.06,21.59,13.81,17.73,2.03,4.2,0.37
27754,1992,10,Taplejung,12.19,80.19,9.46,73.61,14.19,8.78,19.39,10.51,14.03,1.84,4.11,0.27
27755,1992,11,Taplejung,1.12,80.41,5.48,56.03,10.34,1.07,16.84,6.33,8.54,1.77,3.96,0.32
27756,1992,12,Taplejung,2.09,80.37,3.4,44.14,6.91,-5.24,13.64,2.89,4.3,1.67,3.99,0.26
27757,1993,1,Taplejung,9.16,80.06,3.26,47.24,5.27,-5.71,12.32,0.78,3.41,1.77,4.54,0.26
27758,1993,2,Taplejung,5.48,80.17,3.1,34.04,8.97,-6.42,16.33,3.97,7.21,2.2,5.01,0.42
27759,1993,3,Taplejung,19.75,80.05,3.35,34.13,10.52,-5.4,17.99,4.79,9.93,2.57,5.85,0.44
27760,1993,4,Taplejung,44.1,80.08,6.05,45.67,14.8,1.77,21.68,8.79,15.2,2.59,5.6,0.5
27761,1993,5,Taplejung,37.78,79.86,9,54.94,18.18,8.11,24.15,12.41,19.65,2.59,5.37,0.4
27762,1993,6,Taplejung,130.95,79.69,12.59,70.43,19.54,13.31,24.7,15.02,21.23,2.57,5.17,0.4
27763,1993,7,Taplejung,105.22,79.62,14.64,81.39,19.61,15.78,24.05,16.04,21.03,2.78,5.26,0.74
27764,1993,8,Taplejung,111.25,79.71,14.74,84.96,19.02,15.92,23.12,15.89,20.14,2.31,4.56,0.57
27765,1993,9,Taplejung,76.65,80.03,12.94,83.78,17.27,13.93,21.6,14.06,18.06,2.11,4.54,0.48
27766,1993,10,Taplejung,3.5,80.29,8.94,65.79,14.82,7.47,20.68,10.69,14.7,1.97,4.53,0.25
27767,1993,11,Taplejung,1.91,80.31,5.84,55.73,11.27,1.84,17.83,7.17,9.84,1.83,4.48,0.26
27768,1993,12,Taplejung,0,80.35,3.25,36.83,8.74,-5.62,15.78,4.64,6.03,1.71,4.27,0.27
27769,1994,1,Taplejung,15.49,80.12,3.14,39.81,7.42,-6.2,14.7,2.86,5.04,1.79,4.53,0.25
27770,1994,2,Taplejung,7.2,79.97,3.08,39.56,7.14,-6.47,14.54,1.94,6.1,2.2,5.54,0.25
27771,1994,3,Taplejung,7.14,80.03,3.35,28.64,12.62,-5.57,20.52,6.53,12.01,2.57,5.85,0.44
27772,1994,4,Taplejung,20.9,80.01,4.49,32.92,15.52,-1.6,23.02,8.77,16.04,2.76,6.05,0.43
27773,1994,5,Taplejung,28.26,79.91,8.3,48.75,18.86,6.52,25.12,13.13,20.43,2.66,5.57,0.44
27774,1994,6,Taplejung,139.95,79.55,13.21,71.24,20.12,14.01,25.08,15.86,21.8,2.64,5.19,0.54
27775,1994,7,Taplejung,108.86,79.57,14.81,80.95,19.86,15.94,24.34,16.26,21.19,2.6,5.05,0.57
27776,1994,8,Taplejung,152.65,79.78,14.7,83.39,19.32,15.84,23.53,15.93,20.3,2.27,4.64,0.45
27777,1994,9,Taplejung,56.87,80.01,13.04,80.97,17.87,13.99,22.54,14.47,18.62,2.12,4.53,0.37
27778,1994,10,Taplejung,12.54,80.28,7.89,61.2,14.35,6.14,20.51,10,14.06,1.99,4.6,0.25
27779,1994,11,Taplejung,3.23,80.46,4.78,48.78,10.38,-0.56,17.02,6.06,8.83,1.97,4.31,0.31
27780,1994,12,Taplejung,0.35,80.31,2.8,35.63,7.1,-7.42,14.46,2.69,4.38,1.8,4.34,0.26
27781,1995,1,Taplejung,3.15,80.19,2.48,35.94,5.18,-8.91,12.49,0.5,3.15,1.9,4.71,0.26
27782,1995,2,Taplejung,7.33,80.03,2.79,35.06,7.33,-7.41,14.66,1.98,6.19,2.23,5.43,0.28
27783,1995,3,Taplejung,14.28,80.05,3.18,28.15,12.32,-5.85,20.09,6.34,12.08,2.59,6.04,0.36
27784,1995,4,Taplejung,6.02,80.01,3.8,26.07,15.86,-3.79,23.71,8.78,16.09,2.92,6.31,0.62
27785,1995,5,Taplejung,40.46,79.86,8.3,46.45,19.5,6.53,26.01,13.21,20.84,2.65,5.53,0.46
27786,1995,6,Taplejung,78.07,79.6,13.82,73.11,20.42,14.92,25.38,16.33,22.43,2.77,5.37,0.62
27787,1995,7,Taplejung,200.59,79.61,14.7,85.73,18.83,15.82,22.7,15.73,19.97,2.58,4.94,0.69
27788,1995,8,Taplejung,171.66,79.73,14.79,87,18.72,15.92,22.67,15.57,19.54,2.33,4.62,0.5
27789,1995,9,Taplejung,61.93,79.97,13.46,85.49,17.53,14.47,21.91,14.4,18.27,2.23,4.61,0.63
27790,1995,10,Taplejung,11.75,80.23,9.13,67.32,15.08,8.12,20.81,11.05,14.86,1.9,4.24,0.29
27791,1995,11,Taplejung,75.11,80.22,5.84,57.58,10.76,1.46,17.19,6.61,8.84,1.84,3.9,0.42
27792,1995,12,Taplejung,9.04,80.33,4.07,53.34,6.77,-2.77,13.3,2.86,4.46,1.7,4.16,0.27
27793,1996,1,Taplejung,10.74,80.05,3.45,49.45,5.45,-5.02,12.62,0.98,3.34,1.81,4.56,0.32
27794,1996,2,Taplejung,19.24,80.1,3.68,43.88,8.06,-4.17,15.19,3.23,6.42,2.15,4.96,0.38
27795,1996,3,Taplejung,4.88,79.89,4.33,36.74,13.11,-1.77,20.71,7.3,12.88,2.65,6.11,0.42
